record_id,date,school_id,grade,total_students,present_students,teacher_present,marked_by
ATT0015674,11-04-2025,SCH-0006,2,84,54,1,Not Recorded
ATT0004865,14-12-2025,SCH-0361,5,82,82,1,Headmaster
ATT0013034,29-03-2026,SCH-0425,1,188,127,1,Class Teacher
ATT0017766,18-12-2025,SCH-0469,2,187,151,0,Class Teacher
ATT0014404,29-09-2025,SCH-0204,8,294,183,1,Headmaster
ATT0013154,12-01-2026,SCH-0318,7,107,121,1,Headmaster
ATT0013232,03-11-2025,SCH-0519,3,297,206,0,Headmaster
ATT0004925,25-08-2025,SCH-0314,3,70,62,0,Headmaster
ATT0004533,12-03-2026,SCH-0595,3,248,211,1,Class Teacher
ATT0017674,07-12-2025,SCH-0577,1,292,292,0,Not Recorded
ATT0001673,04-09-2025,SCH-0104,1,70,51,0,Admin
ATT0015466,06-10-2025,SCH-0288,4,92,62,1,Headmaster
ATT0013286,16-02-2026,SCH-0051,7,63,83,1,Headmaster
ATT0015725,17-01-2026,SCH-0225,6,258,258,1,Clerk
ATT0004056,11-11-2025,SCH-0253,10,125,112,1,Not Recorded
ATT0006953,06-02-2026,SCH-0129,4,61,52,1,Headmaster
ATT0013776,29-01-2026,SCH-0337,5,296,196,1,Headmaster
ATT0010001,09-01-2026,SCH-0565,8,280,259,1,Class Teacher
ATT0017954,27-11-2025,SCH-0231,4,131,151,1,Clerk
ATT0010468,07-09-2025,SCH-0511,6,78,78,0,Headmaster
ATT0015841,05-01-2026,SCH-0007,4,65,50,1,Headmaster
ATT0011954,17-07-2025,SCH-0543,4,75,62,1,Headmaster
ATT0013450,01-09-2025,SCH-0308,3,291,264,0,Class Teacher
ATT0012017,19-03-2026,SCH-0321,8,101,64,1,Not Recorded
ATT0017705,12-10-2025,SCH-0230,3,227,227,1,Class Teacher
ATT0010238,04-03-2026,SCH-0440,9,286,175,0,Not Recorded
ATT0016792,01-10-2025,SCH-0379,7,221,151,0,Class Teacher
ATT0007460,28-05-2025,SCH-0111,1,71,64,0,Not Recorded
ATT0019461,25-01-2026,SCH-0524,10,64,42,0,Not Recorded
ATT0009488,10-12-2025,SCH-0381,10,224,158,1,Admin
ATT0015111,20-04-2025,SCH-0340,7,115,108,1,Class Teacher
ATT0019058,04-01-2026,SCH-0134,10,110,110,1,Class Teacher
ATT0015842,12-03-2026,SCH-0339,1,109,122,0,Class Teacher
ATT0004318,30-08-2025,SCH-0262,3,290,185,0,Class Teacher
ATT0009981,29-01-2026,SCH-0441,1,47,42,1,Class Teacher
ATT0018953,06-12-2025,SCH-0341,4,170,120,1,Headmaster
ATT0007386,17-06-2025,SCH-0113,4,101,94,0,Clerk
ATT0005520,16-05-2025,SCH-0484,1,113,79,1,Headmaster
ATT0000859,01-07-2025,SCH-0006,1,209,183,1,Headmaster
ATT0014138,08-10-2025,SCH-0038,6,127,141,1,Not Recorded
ATT0004440,25-06-2025,SCH-0523,1,147,135,1,Not Recorded
ATT0009034,05-03-2026,SCH-0147,7,140,93,0,Admin
ATT0007876,25-02-2026,SCH-0575,7,83,61,1,Headmaster
ATT0000596,03-03-2026,SCH-0092,3,227,218,1,Class Teacher
ATT0015110,10-04-2025,SCH-0146,1,137,108,1,Not Recorded
ATT0008805,15-03-2026,SCH-0184,5,139,96,1,Headmaster
ATT0007800,09-10-2025,SCH-0319,7,79,49,1,Not Recorded
ATT0009187,23-06-2025,SCH-0035,6,276,256,1,Headmaster
ATT0012614,01-01-2026,SCH-0166,5,262,158,1,Headmaster
ATT0010971,01-01-2026,SCH-0341,1,215,131,1,Clerk
ATT0009747,24-08-2025,SCH-0312,6,243,165,0,Headmaster
ATT0016717,17-06-2025,SCH-0280,2,244,227,1,Not Recorded
ATT0001952,09-04-2025,SCH-0299,7,125,95,1,Class Teacher
ATT0009121,08-09-2025,SCH-0340,6,258,219,1,Headmaster
ATT0001097,31-01-2026,SCH-0024,8,205,184,1,Clerk
ATT0019621,06-10-2025,SCH-0394,4,257,248,1,Class Teacher
ATT0016257,14-01-2026,SCH-0241,6,45,38,1,Not Recorded
ATT0006945,05-01-2026,SCH-0457,8,154,129,1,Headmaster
ATT0009966,30-06-2025,SCH-0332,1,85,80,1,Class Teacher
ATT0007831,12-07-2025,SCH-0427,6,189,196,1,Clerk
ATT0002514,20-12-2025,SCH-0537,10,95,85,0,Admin
ATT0006733,07-01-2026,SCH-0098,4,287,270,0,Admin
ATT0005560,13-12-2025,SCH-0548,8,92,89,0,Class Teacher
ATT0011998,18-09-2025,SCH-0573,7,292,216,1,Headmaster
ATT0007861,19-01-2026,SCH-0363,3,297,252,1,Headmaster
ATT0017999,02-09-2025,SCH-0523,4,207,131,1,Not Recorded
ATT0011028,21-05-2025,SCH-0200,5,101,74,0,Clerk
ATT0004701,14-07-2025,SCH-0014,4,274,199,1,Not Recorded
ATT0016474,24-02-2026,SCH-0053,9,278,263,1,Admin
ATT0002234,14-12-2025,SCH-0152,5,124,111,1,Clerk
ATT0011243,08-05-2025,SCH-0383,1,51,38,1,Class Teacher
ATT0010297,29-05-2025,SCH-0484,4,98,77,0,Class Teacher
ATT0019572,18-07-2025,SCH-0458,1,288,253,1,Clerk
ATT0007957,24-01-2026,SCH-0278,1,234,158,0,Class Teacher
ATT0001177,05-12-2025,SCH-0015,9,97,61,0,Headmaster
ATT0014013,22-10-2025,SCH-0412,8,132,110,1,Headmaster
ATT0016762,28-02-2026,SCH-0155,5,153,140,1,Headmaster
ATT0018162,25-02-2026,SCH-0516,2,148,139,0,Headmaster
ATT0017767,07-12-2025,SCH-0473,1,52,48,1,Class Teacher
ATT0009216,28-02-2026,SCH-0174,5,64,62,1,Headmaster
ATT0011491,02-12-2025,SCH-0512,9,102,66,0,Headmaster
ATT0012966,19-08-2025,SCH-0487,5,78,51,1,Clerk
ATT0016290,03-09-2025,SCH-0036,6,177,172,0,Clerk
ATT0016096,02-04-2025,SCH-0223,5,69,54,0,Admin
ATT0014663,12-03-2026,SCH-0052,1,69,46,0,Class Teacher
ATT0004242,06-12-2025,SCH-0152,2,172,137,1,Headmaster
,08-08-2025,SCH-0367,2,77,74,0,Class Teacher
ATT0007448,08-11-2025,SCH-0439,4,84,65,0,Admin
ATT0003402,06-04-2025,SCH-0033,4,41,38,1,Not Recorded
ATT0012457,09-03-2026,SCH-0551,2,206,168,1,Headmaster
ATT0014364,03-11-2025,SCH-0582,4,217,185,0,Clerk
ATT0007493,30-05-2025,SCH-0160,4,43,34,0,Admin
ATT0012273,10-06-2025,SCH-0061,4,201,177,1,Class Teacher
ATT0008996,05-11-2025,SCH-0064,1,162,105,1,Class Teacher
ATT0001551,25-07-2025,SCH-0186,5,179,173,1,Headmaster
ATT0001010,12-10-2025,SCH-0431,6,77,56,0,Not Recorded
ATT0016176,14-01-2026,SCH-0381,2,136,125,1,Not Recorded
ATT0010940,27-02-2026,SCH-0179,9,190,123,0,Headmaster
ATT0010930,20-12-2025,SCH-0506,1,92,75,0,Not Recorded
ATT0017482,19-06-2025,SCH-0491,5,56,51,1,Headmaster
ATT0005096,09-06-2025,SCH-0289,4,55,55,1,Headmaster
ATT0000649,07-12-2025,SCH-0479,4,133,88,1,Headmaster
ATT0016345,28-09-2025,SCH-0504,3,97,89,0,Not Recorded
ATT0011055,11-04-2025,SCH-0243,5,172,129,1,Admin
ATT0004976,03-07-2025,SCH-0470,7,138,145,1,Class Teacher
ATT0000728,23-03-2026,SCH-0277,8,238,215,1,Clerk
ATT0009134,22-01-2026,SCH-0587,1,283,256,0,Admin
ATT0015287,27-08-2025,SCH-0394,8,55,41,0,Headmaster
ATT0008743,06-01-2026,SCH-0471,4,59,57,1,Headmaster
ATT0008170,31-12-2025,SCH-0169,3,150,150,1,Headmaster
ATT0014585,22-04-2025,SCH-0595,3,241,214,1,Class Teacher
ATT0006861,07-09-2025,SCH-0133,6,66,40,0,Admin
ATT0000332,21-09-2025,SCH-0510,4,143,143,1,Headmaster
ATT0007028,10-11-2025,SCH-0096,5,240,258,1,Not Recorded
ATT0014177,07-01-2026,SCH-0093,9,192,176,1,Clerk
ATT0008700,18-02-2026,SCH-0268,1,86,60,1,Clerk
ATT0000212,06-05-2025,SCH-0502,10,136,116,1,Clerk
ATT0019916,26-02-2026,SCH-0207,5,206,182,0,Class Teacher
ATT0015140,08-07-2025,SCH-0405,5,208,187,0,Clerk
ATT0006344,01-03-2026,SCH-0394,4,144,103,0,Clerk
ATT0001782,13-05-2025,SCH-0009,1,222,163,1,Admin
ATT0016032,04-11-2025,SCH-0382,1,121,106,1,Clerk
ATT0003544,18-10-2025,SCH-0481,1,220,201,1,Admin
ATT0016142,03-10-2025,SCH-0388,7,275,213,1,Class Teacher
ATT0001439,10-06-2025,SCH-0337,9,203,143,1,Headmaster
ATT0010708,02-07-2025,SCH-0026,6,224,153,1,Class Teacher
ATT0002869,04-05-2025,SCH-0578,7,188,188,1,Class Teacher
ATT0002435,28-09-2025,SCH-0027,3,234,247,1,Clerk
ATT0006831,20-03-2026,SCH-0493,3,178,145,0,Headmaster
ATT0004793,24-11-2025,SCH-0126,9,146,133,1,Admin
ATT0009421,19-07-2025,SCH-0241,3,81,70,1,Admin
ATT0016974,12-12-2025,SCH-0494,2,73,45,1,Class Teacher
ATT0016401,06-05-2025,SCH-0385,5,179,108,1,Headmaster
ATT0011870,02-10-2025,SCH-0038,2,128,112,1,Not Recorded
ATT0006476,17-06-2025,SCH-0523,5,165,138,0,Admin
ATT0009507,23-01-2026,SCH-0070,10,132,99,1,Headmaster
ATT0016451,29-10-2025,SCH-0556,8,210,167,1,Clerk
ATT0015064,02-08-2025,SCH-0093,4,258,206,0,Admin
ATT0015806,30-10-2025,SCH-0256,1,178,125,1,Class Teacher
ATT0004565,10-04-2025,SCH-0033,2,64,53,0,Headmaster
ATT0012172,20-09-2025,SCH-0108,1,88,82,1,Headmaster
ATT0000013,17-12-2025,SCH-0555,10,247,224,1,Class Teacher
,15-01-2026,SCH-0422,10,55,55,1,Clerk
ATT0000819,08-08-2025,SCH-0258,1,134,121,1,Not Recorded
ATT0010977,21-05-2025,SCH-0416,7,138,104,0,Class Teacher
ATT0006770,22-09-2025,SCH-0213,4,246,186,1,Headmaster
ATT0008185,09-11-2025,SCH-0596,7,88,81,1,Headmaster
ATT0009897,11-08-2025,SCH-0290,3,172,133,1,Headmaster
ATT0000454,03-06-2025,SCH-0068,4,204,187,1,Headmaster
ATT0015892,16-09-2025,SCH-0529,2,60,74,0,Clerk
ATT0003520,29-06-2025,SCH-0341,1,133,107,1,Class Teacher
ATT0009849,14-12-2025,SCH-0571,9,52,52,1,Class Teacher
ATT0003458,06-07-2025,SCH-0264,4,75,75,1,Headmaster
ATT0018309,24-08-2025,SCH-0564,8,63,46,1,Class Teacher
ATT0019074,15-06-2025,SCH-0179,9,220,220,0,Admin
ATT0000660,28-12-2025,SCH-0047,8,165,165,1,Headmaster
ATT0019441,04-08-2025,SCH-0540,9,120,91,0,Class Teacher
,04-07-2025,SCH-0028,3,223,175,1,Headmaster
ATT0011101,11-02-2026,SCH-0404,4,217,184,0,Clerk
ATT0017938,06-01-2026,SCH-0571,2,230,152,0,Clerk
ATT0000941,21-10-2025,SCH-0574,9,136,90,0,Headmaster
ATT0002740,07-08-2025,SCH-0037,1,151,94,0,Headmaster
ATT0009605,17-03-2026,SCH-0384,1,69,63,1,Headmaster
ATT0011797,02-07-2025,SCH-0423,7,210,225,1,Not Recorded
ATT0018709,24-06-2025,SCH-0367,8,80,78,1,Admin
ATT0016694,15-12-2025,SCH-0149,1,278,223,1,Clerk
ATT0019787,04-10-2025,SCH-0569,4,249,221,1,Headmaster
ATT0016673,21-09-2025,SCH-0223,6,216,216,1,Not Recorded
ATT0011585,16-06-2025,SCH-0220,3,174,163,0,Headmaster
ATT0004072,18-06-2025,SCH-0174,4,246,181,1,Class Teacher
ATT0001401,08-10-2025,SCH-0072,5,198,161,1,Class Teacher
ATT0007691,04-12-2025,SCH-0469,9,60,48,1,Headmaster
ATT0008223,02-09-2025,SCH-0429,9,300,184,1,Admin
ATT0008124,01-08-2025,SCH-0432,5,159,142,1,Headmaster
ATT0006364,22-06-2025,SCH-0466,5,51,46,0,Headmaster
ATT0005797,17-10-2025,SCH-0569,2,235,200,0,Class Teacher
ATT0003678,04-06-2025,SCH-0076,3,249,235,1,Clerk
ATT0006567,14-07-2025,SCH-0096,8,94,89,1,Admin
ATT0015753,22-07-2025,SCH-0363,5,165,154,0,Admin
ATT0017958,07-04-2025,SCH-0540,8,245,161,1,Admin
ATT0010968,14-10-2025,SCH-0509,4,184,135,1,Class Teacher
ATT0019186,24-09-2025,SCH-0450,3,182,154,0,Not Recorded
ATT0014816,07-01-2026,SCH-0495,6,123,99,1,Class Teacher
ATT0005189,20-07-2025,SCH-0258,1,239,219,1,Headmaster
ATT0016528,30-03-2026,SCH-0596,1,115,73,1,Class Teacher
ATT0001109,09-10-2025,SCH-0039,3,149,140,1,Headmaster
ATT0018247,22-03-2026,SCH-0079,8,190,115,0,Headmaster
ATT0010309,08-05-2025,SCH-0237,1,66,55,1,Clerk
ATT0003230,23-06-2025,SCH-0485,3,283,199,1,Headmaster
ATT0014009,14-11-2025,SCH-0130,5,194,154,1,Headmaster
ATT0016564,13-09-2025,SCH-0488,3,167,130,0,Headmaster
ATT0014522,04-10-2025,SCH-0289,1,77,69,1,Clerk
ATT0011512,02-07-2025,SCH-0234,2,79,56,1,Headmaster
ATT0017075,24-05-2025,SCH-0235,1,293,283,0,Not Recorded
ATT0005836,12-08-2025,SCH-0021,2,226,205,1,Admin
ATT0004327,17-07-2025,SCH-0323,3,297,251,1,Headmaster
ATT0016358,20-07-2025,SCH-0597,4,143,143,1,Not Recorded
ATT0001780,29-04-2025,SCH-0303,10,73,67,1,Admin
ATT0002554,11-11-2025,SCH-0172,2,76,62,1,Admin
ATT0008026,22-08-2025,SCH-0133,3,152,113,0,Clerk
ATT0002687,12-10-2025,SCH-0012,8,199,199,1,Class Teacher
ATT0001041,01-07-2025,SCH-0497,4,95,92,1,Admin
ATT0019510,17-12-2025,SCH-0415,1,267,247,0,Not Recorded
ATT0001564,19-02-2026,SCH-0326,9,184,144,1,Clerk
ATT0017703,08-03-2026,SCH-0385,9,164,102,1,Not Recorded
ATT0000556,12-06-2025,SCH-0142,5,287,195,1,Clerk
ATT0003072,30-04-2025,SCH-0240,4,54,41,1,Class Teacher
,10-03-2026,SCH-0232,10,267,169,1,Headmaster
ATT0018400,13-07-2025,SCH-0441,1,284,195,1,Not Recorded
ATT0004475,09-06-2025,SCH-0515,6,159,101,1,Class Teacher
ATT0007530,18-06-2025,SCH-0266,1,192,129,1,Headmaster
ATT0013821,24-07-2025,SCH-0063,1,116,96,0,Admin
ATT0018585,20-10-2025,SCH-0555,5,209,165,1,Class Teacher
ATT0016021,31-12-2025,SCH-0346,4,177,147,1,Clerk
ATT0015871,15-09-2025,SCH-0195,6,44,36,1,Not Recorded
ATT0001417,07-07-2025,SCH-0593,1,134,121,0,Admin
ATT0015673,27-09-2025,SCH-0337,2,180,121,0,Admin
ATT0018214,07-12-2025,SCH-0104,3,298,181,1,Admin
ATT0018206,24-05-2025,SCH-0234,1,165,158,1,Headmaster
ATT0000857,05-07-2025,SCH-0387,2,157,137,0,Admin
ATT0014495,18-11-2025,SCH-0319,5,221,148,1,Class Teacher
ATT0004602,05-01-2026,SCH-0583,3,259,175,1,Headmaster
ATT0009411,19-08-2025,SCH-0193,5,294,271,0,Not Recorded
ATT0015654,15-06-2025,SCH-0306,1,115,115,1,Admin
ATT0007962,01-07-2025,SCH-0326,8,278,285,1,Class Teacher
ATT0007400,30-01-2026,SCH-0347,4,182,123,1,Headmaster
ATT0017554,15-04-2025,SCH-0380,4,266,187,1,Admin
ATT0010406,25-07-2025,SCH-0128,1,287,234,1,Class Teacher
ATT0001239,23-05-2025,SCH-0256,7,172,147,0,Headmaster
ATT0003736,17-09-2025,SCH-0385,3,121,94,1,Class Teacher
ATT0008962,23-11-2025,SCH-0127,4,84,65,1,Headmaster
ATT0013152,30-07-2025,SCH-0020,6,271,252,1,Clerk
ATT0010304,01-07-2025,SCH-0557,1,206,151,1,Admin
ATT0019269,16-02-2026,SCH-0464,3,170,170,1,Admin
ATT0015293,23-03-2026,SCH-0348,9,247,199,1,Headmaster
ATT0010058,25-06-2025,SCH-0507,3,184,141,1,Headmaster
ATT0014214,07-07-2025,SCH-0430,10,251,244,0,Headmaster
ATT0016940,26-04-2025,SCH-0503,4,291,207,1,Not Recorded
ATT0019083,22-08-2025,SCH-0129,1,140,118,1,Clerk
ATT0016933,18-12-2025,SCH-0114,8,143,132,0,Class Teacher
ATT0009020,30-08-2025,SCH-0082,10,43,39,0,Admin
ATT0010895,16-03-2026,SCH-0581,3,146,127,1,Clerk
,07-04-2025,SCH-0425,6,44,36,0,Clerk
ATT0000029,17-04-2025,SCH-0381,1,83,80,1,Admin
ATT0018682,25-11-2025,SCH-0147,9,104,99,1,Clerk
ATT0009719,02-05-2025,SCH-0584,5,126,116,1,Clerk
ATT0012427,26-10-2025,SCH-0168,2,254,182,1,Headmaster
ATT0000356,11-06-2025,SCH-0422,6,289,177,0,Clerk
ATT0009622,01-12-2025,SCH-0457,2,165,155,1,Not Recorded
ATT0003171,08-11-2025,SCH-0365,6,44,28,1,Class Teacher
ATT0017547,16-08-2025,SCH-0401,5,140,104,0,Headmaster
ATT0017727,01-10-2025,SCH-0352,5,195,206,1,Clerk
ATT0018868,02-05-2025,SCH-0300,2,259,216,1,Class Teacher
ATT0013151,08-02-2026,SCH-0270,6,50,33,0,Class Teacher
ATT0008525,02-02-2026,SCH-0082,2,286,189,0,Headmaster
ATT0005644,11-11-2025,SCH-0165,5,63,40,1,Class Teacher
ATT0006866,06-03-2026,SCH-0283,2,58,39,1,Headmaster
ATT0017011,08-11-2025,SCH-0563,6,108,105,0,Headmaster
ATT0014488,06-12-2025,SCH-0272,1,197,174,1,Clerk
ATT0003676,20-09-2025,SCH-0417,4,293,217,1,Admin
ATT0004225,08-03-2026,SCH-0245,4,163,163,1,Headmaster
ATT0000965,10-04-2025,SCH-0378,2,69,67,1,Headmaster
,21-08-2025,SCH-0353,7,235,174,0,Class Teacher
ATT0000121,17-05-2025,SCH-0032,4,102,91,1,Class Teacher
ATT0006795,27-07-2025,SCH-0103,4,57,46,0,Clerk
ATT0004229,21-06-2025,SCH-0409,9,87,77,1,Headmaster
ATT0005580,12-08-2025,SCH-0040,8,184,152,1,Not Recorded
ATT0000329,06-07-2025,SCH-0344,7,291,194,1,Class Teacher
ATT0004711,23-04-2025,SCH-0159,8,170,130,0,Not Recorded
ATT0003282,18-09-2025,SCH-0166,7,254,259,0,Clerk
ATT0002371,23-05-2025,SCH-0598,9,121,98,0,Clerk
ATT0005523,06-05-2025,SCH-0578,2,138,95,1,Headmaster
ATT0002545,11-08-2025,SCH-0289,8,203,134,1,Headmaster
ATT0014705,17-10-2025,SCH-0260,5,189,129,1,Not Recorded
ATT0019721,29-04-2025,SCH-0055,1,263,251,1,Not Recorded
ATT0011078,21-01-2026,SCH-0030,9,142,112,1,Admin
ATT0017246,15-12-2025,SCH-0533,6,171,125,1,Not Recorded
ATT0010872,17-04-2025,SCH-0183,5,250,181,1,Headmaster
ATT0002179,27-12-2025,SCH-0092,4,297,204,1,Headmaster
,28-12-2025,SCH-0258,3,146,146,1,Admin
ATT0005154,08-06-2025,SCH-0224,10,74,60,1,Headmaster
ATT0001210,16-11-2025,SCH-0479,5,68,68,1,Admin
ATT0014429,10-11-2025,SCH-0404,4,232,165,1,Class Teacher
ATT0018035,06-11-2025,SCH-0155,4,282,222,0,Clerk
ATT0014008,26-09-2025,SCH-0483,4,209,139,1,Headmaster
ATT0003124,22-11-2025,SCH-0325,4,50,50,1,Clerk
ATT0000079,03-02-2026,SCH-0015,8,68,64,1,Headmaster
ATT0009737,26-03-2026,SCH-0213,10,69,48,1,Clerk
ATT0019200,25-06-2025,SCH-0475,4,186,111,0,Class Teacher
ATT0003767,29-05-2025,SCH-0518,7,141,121,0,Clerk
ATT0019610,12-09-2025,SCH-0507,9,225,148,0,Clerk
ATT0013348,26-08-2025,SCH-0332,2,146,140,1,Not Recorded
ATT0004520,12-02-2026,SCH-0564,5,295,200,0,Admin
ATT0010893,22-11-2025,SCH-0210,3,268,241,1,Class Teacher
ATT0000601,09-08-2025,SCH-0502,1,289,258,1,Headmaster
ATT0009138,25-04-2025,SCH-0155,3,266,281,1,Headmaster
ATT0004551,11-11-2025,SCH-0024,8,83,70,1,Class Teacher
ATT0000944,05-05-2025,SCH-0151,3,123,118,0,Not Recorded
ATT0018833,17-01-2026,SCH-0470,5,127,137,1,Class Teacher
ATT0017300,08-04-2025,SCH-0029,4,115,112,1,Admin
ATT0017953,08-05-2025,SCH-0187,1,257,179,1,Headmaster
ATT0016066,02-03-2026,SCH-0001,5,228,166,0,Headmaster
ATT0009315,25-04-2025,SCH-0310,3,71,49,1,Clerk
ATT0019407,15-04-2025,SCH-0338,8,109,109,1,Not Recorded
ATT0016541,14-04-2025,SCH-0366,2,148,93,0,Not Recorded
ATT0001562,26-09-2025,SCH-0564,1,64,40,1,Class Teacher
ATT0004870,14-07-2025,SCH-0294,1,143,121,0,Class Teacher
ATT0010190,04-08-2025,SCH-0598,1,272,223,1,Headmaster
ATT0006214,28-07-2025,SCH-0335,1,110,95,1,Clerk
ATT0014230,11-07-2025,SCH-0171,4,72,66,0,Headmaster
ATT0004542,11-11-2025,SCH-0220,2,219,203,1,Class Teacher
ATT0001783,12-11-2025,SCH-0081,8,85,72,1,Admin
ATT0013303,13-01-2026,SCH-0074,2,184,166,0,Not Recorded
ATT0001096,07-10-2025,SCH-0248,3,44,35,0,Admin
ATT0005545,23-02-2026,SCH-0582,1,237,224,1,Class Teacher
ATT0001947,27-03-2026,SCH-0186,7,120,86,1,Headmaster
ATT0018893,10-03-2026,SCH-0097,3,216,224,1,Headmaster
ATT0010407,16-11-2025,SCH-0099,7,162,162,1,Headmaster
ATT0019247,18-08-2025,SCH-0203,9,196,121,0,Headmaster
ATT0000678,28-12-2025,SCH-0429,8,283,245,1,Class Teacher
ATT0010798,17-07-2025,SCH-0230,5,217,162,1,Admin
ATT0006790,21-01-2026,SCH-0026,8,258,229,1,Not Recorded
ATT0001393,25-10-2025,SCH-0343,3,107,64,1,Admin
ATT0013427,13-02-2026,SCH-0475,5,106,97,1,Clerk
ATT0010662,25-02-2026,SCH-0072,8,54,49,1,Class Teacher
ATT0000753,15-10-2025,SCH-0134,7,149,102,1,Headmaster
ATT0019434,06-12-2025,SCH-0148,1,260,207,1,Headmaster
ATT0003738,23-07-2025,SCH-0423,7,265,238,0,Headmaster
ATT0002977,04-08-2025,SCH-0222,9,113,84,0,Headmaster
ATT0006695,13-04-2025,SCH-0394,2,57,42,1,Headmaster
ATT0011981,11-03-2026,SCH-0393,9,111,69,1,Class Teacher
ATT0003216,18-12-2025,SCH-0111,6,190,129,1,Clerk
ATT0015798,26-06-2025,SCH-0375,10,266,240,0,Admin
,03-07-2025,SCH-0598,10,44,28,1,Not Recorded
ATT0009970,14-02-2026,SCH-0502,5,58,39,1,Headmaster
ATT0012306,03-07-2025,SCH-0094,5,47,30,1,Headmaster
ATT0001771,02-07-2025,SCH-0088,7,135,106,0,Class Teacher
ATT0019888,26-11-2025,SCH-0161,9,112,69,0,Class Teacher
ATT0017220,02-07-2025,SCH-0118,2,228,148,1,Headmaster
ATT0010913,17-11-2025,SCH-0379,6,76,70,0,Clerk
ATT0011676,11-12-2025,SCH-0377,4,246,149,1,Not Recorded
ATT0003023,24-01-2026,SCH-0592,4,269,184,1,Headmaster
ATT0012421,02-12-2025,SCH-0550,2,72,50,1,Headmaster
ATT0005402,03-09-2025,SCH-0310,8,244,152,1,Headmaster
ATT0007857,30-03-2026,SCH-0496,2,286,185,0,Not Recorded
ATT0011205,27-08-2025,SCH-0246,8,75,66,0,Class Teacher
ATT0010101,16-06-2025,SCH-0201,1,63,48,0,Headmaster
ATT0006876,04-04-2025,SCH-0062,4,92,58,0,Headmaster
ATT0014896,19-11-2025,SCH-0071,5,226,162,1,Admin
ATT0005192,24-08-2025,SCH-0402,2,213,224,1,Admin
ATT0004620,03-03-2026,SCH-0042,2,172,158,0,Class Teacher
ATT0017872,05-09-2025,SCH-0393,2,118,87,0,Admin
ATT0013229,21-03-2026,SCH-0365,10,89,65,0,Clerk
,02-01-2026,SCH-0412,10,162,130,1,Not Recorded
ATT0016989,13-08-2025,SCH-0053,4,189,146,0,Headmaster
ATT0008720,25-12-2025,SCH-0450,2,118,76,1,Headmaster
ATT0015468,15-12-2025,SCH-0064,2,128,143,1,Headmaster
ATT0014698,17-05-2025,SCH-0560,7,103,99,0,Headmaster
ATT0012517,07-04-2025,SCH-0585,9,46,28,1,Class Teacher
ATT0008147,03-10-2025,SCH-0426,1,122,89,1,Headmaster
ATT0007969,12-07-2025,SCH-0048,4,232,147,0,Headmaster
ATT0004265,25-07-2025,SCH-0275,5,85,59,1,Not Recorded
ATT0014892,18-01-2026,SCH-0521,2,80,48,1,Not Recorded
ATT0012455,26-03-2026,SCH-0415,8,235,213,1,Headmaster
ATT0010653,30-06-2025,SCH-0519,10,151,165,1,Headmaster
ATT0006826,05-04-2025,SCH-0297,1,239,168,0,Headmaster
ATT0008114,07-06-2025,SCH-0011,6,115,76,1,Headmaster
ATT0010112,09-11-2025,SCH-0590,1,272,236,0,Admin
ATT0000702,11-09-2025,SCH-0596,1,238,211,1,Class Teacher
ATT0006171,04-04-2025,SCH-0305,3,88,83,1,Headmaster
ATT0015756,19-01-2026,SCH-0376,5,218,183,1,Headmaster
ATT0008160,02-01-2026,SCH-0411,6,207,177,1,Clerk
ATT0017510,29-01-2026,SCH-0427,2,109,89,1,Not Recorded
ATT0006871,03-07-2025,SCH-0271,9,82,57,0,Admin
ATT0019133,22-03-2026,SCH-0519,5,172,122,1,Headmaster
ATT0004424,27-02-2026,SCH-0062,5,218,179,1,Class Teacher
ATT0012160,13-09-2025,SCH-0136,2,149,142,0,Headmaster
ATT0006863,19-10-2025,SCH-0485,5,66,66,1,Class Teacher
ATT0006987,03-06-2025,SCH-0519,4,203,167,0,Headmaster
ATT0004869,02-09-2025,SCH-0190,4,292,216,0,Headmaster
ATT0009491,21-02-2026,SCH-0389,3,229,149,1,Headmaster
ATT0004377,20-12-2025,SCH-0249,1,61,43,0,Headmaster
ATT0007283,10-12-2025,SCH-0287,8,266,176,1,Clerk
ATT0009545,11-09-2025,SCH-0292,3,92,59,1,Admin
ATT0002927,12-09-2025,SCH-0334,9,222,160,0,Headmaster
ATT0014284,15-04-2025,SCH-0283,3,44,44,0,Admin
ATT0009826,11-12-2025,SCH-0085,4,291,301,1,Headmaster
ATT0009480,01-09-2025,SCH-0147,5,174,121,1,Not Recorded
ATT0008734,15-12-2025,SCH-0024,6,288,187,1,Headmaster
ATT0018121,11-05-2025,SCH-0361,4,169,133,1,Headmaster
ATT0018872,04-10-2025,SCH-0210,2,96,69,1,Class Teacher
ATT0004351,28-09-2025,SCH-0295,3,62,62,1,Admin
ATT0017736,10-06-2025,SCH-0288,10,184,135,1,Class Teacher
ATT0003698,26-03-2026,SCH-0560,3,151,140,0,Headmaster
ATT0002014,18-11-2025,SCH-0387,4,127,112,1,Clerk
ATT0017585,01-10-2025,SCH-0370,2,248,208,1,Clerk
ATT0016597,20-03-2026,SCH-0342,8,106,68,1,Class Teacher
ATT0012566,11-08-2025,SCH-0561,9,61,55,1,Not Recorded
ATT0016009,18-09-2025,SCH-0555,9,184,143,1,Headmaster
ATT0005678,02-02-2026,SCH-0265,4,88,61,1,Clerk
ATT0013301,19-12-2025,SCH-0245,5,106,90,0,Headmaster
